,Post_ID,Post_Profile,Post_Caption,Post_Date,Post_URL,Post_Likes,Post_Comments,Comment_ID,Comment_Username,Comment_Text,Comment_Time
250,2844439294933774314,yapuae,The best mobile banking experience from start to finish. Sign up to YAP today and say hello to a smarter way to manage your money.,2022-05-23 11:00:11,https://www.instagram.com/p/Cd5enffsK_q,94,16,18219208738123668,davis_walker7,I bank like a pro and shop like a pro YAP is so good guys,2022-05-30 19:23:00
251,2842989778955349603,yapuae,One size fits all? Not when you’re using YAP. Create multiple virtual cards to organize your online shopping and keep your information secure. 💳,2022-05-21 11:00:23,https://www.instagram.com/p/Cd0VCQisy5j,41,1,17954267290830393,yapuae,YAP YapUAE DigitalBanking Fintech Security,2022-05-21 11:00:37
252,2841550202705338923,yapuae,"Friends that YAP together, stay together 🤝 Let’s YAP it!

Get AED 25 for everyone you refer.
That’s not all, your friends will also get AED 50 as a sign-up bonus. 
T&Cs apply.",2022-05-19 11:20:05,https://www.instagram.com/p/CdvNtqrsOIr,38,9,17987654896492568,yapuae,YAP YapUAE DigitalBanking Fintech Security,2022-05-19 11:20:18
253,2841550202705338923,yapuae,"Friends that YAP together, stay together 🤝 Let’s YAP it!

Get AED 25 for everyone you refer.
That’s not all, your friends will also get AED 50 as a sign-up bonus. 
T&Cs apply.",2022-05-19 11:20:05,https://www.instagram.com/p/CdvNtqrsOIr,38,9,18025047865351619,mian_atif_1,its yanniiiiMaybe they will activate my card when am in heaven  because they take sooo much time ,2022-05-19 12:04:07
254,2841550202705338923,yapuae,"Friends that YAP together, stay together 🤝 Let’s YAP it!

Get AED 25 for everyone you refer.
That’s not all, your friends will also get AED 50 as a sign-up bonus. 
T&Cs apply.",2022-05-19 11:20:05,https://www.instagram.com/p/CdvNtqrsOIr,38,9,18206882683156165,the_ai0011,I got in touch with your support channels with no support whatsoever I tried logging in to YAP but the app throws me back to my homescreen page Also fun fact problem started as your app was having an issue showing everyone transactions as 0 aed and unable to set pass code Now I m completely logged off it s been 2 days Yap team closed my case twice claiming resolved when it is not no proper followup or business etiquette or sense of urgency My ticket ID 58543 yapuae yap dubai economic council sharjaheconomic centralbank,2022-05-20 08:54:50
255,2841550202705338923,yapuae,"Friends that YAP together, stay together 🤝 Let’s YAP it!

Get AED 25 for everyone you refer.
That’s not all, your friends will also get AED 50 as a sign-up bonus. 
T&Cs apply.",2022-05-19 11:20:05,https://www.instagram.com/p/CdvNtqrsOIr,38,9,18227492179139487,the_ai0011,Yap you asked to DM 5 hours ago and nothing has happened is this a company policy of running away from customers issues,2022-05-20 13:45:28
256,2840944129410051958,yapuae,"Unlock a new multiverse of banking with YAP. 

Safer, smarter, faster - sign up to YAP today 📲",2022-05-18 15:15:53,https://www.instagram.com/p/CdtD6I8N692,37,4,17917691474330579,sufievents_uae,Hello Can I open a zero balance account with no monthly charges Thanks,2022-05-19 06:42:01
257,2840944129410051958,yapuae,"Unlock a new multiverse of banking with YAP. 

Safer, smarter, faster - sign up to YAP today 📲",2022-05-18 15:15:53,https://www.instagram.com/p/CdtD6I8N692,37,4,18208398850158023,mian_atif_1,i received my yap card 6 months still not active my account,2022-05-19 10:27:38
258,2837256688324749190,yapuae,"We would like to express our deepest condolences following the passing of President His Highness Sheikh Khalifa bin Zayed Al Nahyan, may his soul rest in peace. Our prayers are with the people and leaders of the UAE.",2022-05-13 13:09:37,https://www.instagram.com/p/Cdf9ez0MqeG,37,5,17988072664485592,soul_of_janna7,BIG TIME SCAM THEIR SUPPORT CENTER ARE FRAUD U WONT GE 50Aed U MUST SPEND 500aed 1ST TO GET THE 50Aed MISLEADER FAKE INFO TO GET CUSTOMER FRUAD,2022-05-14 08:31:31
259,2837256688324749190,yapuae,"We would like to express our deepest condolences following the passing of President His Highness Sheikh Khalifa bin Zayed Al Nahyan, may his soul rest in peace. Our prayers are with the people and leaders of the UAE.",2022-05-13 13:09:37,https://www.instagram.com/p/Cdf9ez0MqeG,37,5,17911545569417964,mian_atif_1,i received my yap card 6 months still not active my account so many times calls help line but no one help me,2022-05-19 10:37:29
260,2837256688324749190,yapuae,"We would like to express our deepest condolences following the passing of President His Highness Sheikh Khalifa bin Zayed Al Nahyan, may his soul rest in peace. Our prayers are with the people and leaders of the UAE.",2022-05-13 13:09:37,https://www.instagram.com/p/Cdf9ez0MqeG,37,5,18043069924337722,tallyali95,RIP ,2022-05-25 23:37:02
261,2837256688324749190,yapuae,"We would like to express our deepest condolences following the passing of President His Highness Sheikh Khalifa bin Zayed Al Nahyan, may his soul rest in peace. Our prayers are with the people and leaders of the UAE.",2022-05-13 13:09:37,https://www.instagram.com/p/Cdf9ez0MqeG,37,5,17988072664485592,soul_of_janna7,BIG TIME SCAM THEIR SUPPORT CENTER ARE FRAUD U WONT GE 50Aed U MUST SPEND 500aed 1ST TO GET THE 50Aed MISLEADER FAKE INFO TO GET CUSTOMER FRUAD,2022-05-14 08:31:31
